Vernacular title,Title,Durable link to Database,Collection,Title (uniform),Attribution,Author / Creator,Variant title,Finding aids,Edition,Published,Publication info,Description,Series / collection,Series (transcribed),Coverage date,History note,Summary,Language,Notes,Audience,Subjects,Cite As,Subject place,Med. subject,Keyword,Instrumentation,Style / period,Form / genre,Culture,Place,Associated place,Author / Creator,Creator characteristics,Contents,Is Part Of,In,Other title,Other title,Related titles,Attributes,Identifier,Linking notes,Related work,Related information,Associated Name,Use restrictions,Copyright,Repository,Includes layers,Collection,Creation Date,HOLLIS number,Permalink,Source,Other search terms,Image creator,Image title,Image date,Image materials,Image dimensions,Image note,Image type,Image subject,Image classification,Image associated name,Image copyright,Image ID,Harvard repository,Course Information,Permalink
,Ley de 13 de mayo de 1856 : que deroga la de 24 de marzo de 1854 sobre abolición,,,,,Venezuela. ,,,,"Caracas : Imprenta de Jesus María Soriano, 1856.",,28 p. ; 24 cm.,,,,,,Spanish,Caption title.,,Slaves -- Emancipation -- Venezuela; Slavery -- Venezuela,,,,Slavery - Venezuela.,,,,,<i>Hierarchical: </i>Venezuela -- Caracas ,,"Sánchez, Manuel Segundo, 1868-1945 [former owner] ",,,,,,,,,,,,,,,,,,,1856,990050884040203941,"<a href=""http://id.lib.harvard.edu/alma/990050884040203941/catalog"">http://id.lib.harvard.edu/alma/990050884040203941/catalog</a>",HVD - Core,Crimes against humanity; Persons,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211938388090003941
,Slavery,,,,By William E. Channing.,"Channing, William Ellery, 1780-1842.  ",,,2d ed. rev.,"Boston, J. Munroe and company, 1836.",,"2 p. l., 183 p. 18 cm.",,,,,,English,"First ed., Boston, 1835.",,Slavery -- United States -- Controversial literature; Slavery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836,990015205840203941,"<a href=""http://id.lib.harvard.edu/alma/990015205840203941/catalog"">http://id.lib.harvard.edu/alma/990015205840203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211798902060003941
,The African slave-trade : with an appendix,,,,by Thomas Fowell Buxton.,"Buxton, Thomas Fowell, Sir, 1786-1845.  ",,,"1st American, from 2d London ed.","Philadelphia : Merrihew and Thompson, printers, 1839.",,"xii, 188 p. ; 19 cm.",,,,,,English,,,Slavery; Slave trade -- Africa,,,,,,,,,<i>Hierarchical: </i>United States -- Pennsylvania -- Philadelphia ,,,,,,,,,,,,,,,,,,,,,1839,990014333170203941,"<a href=""http://id.lib.harvard.edu/alma/990014333170203941/catalog"">http://id.lib.harvard.edu/alma/990014333170203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211807687460003941
,"Poems written during the progress of the abolition question in the United States, between the years 1830-1838",,,,By John G. Whittier.,"Whittier, John Greenleaf, 1807-1892.  ",,,,"Boston, I. Knapp, 1837",,"x p., 3 l., [17]-103 p. incl. illus., pl. 17 cm.",,,,,,English,"A duplicate copy of this title was part of the Julio Mario Santo Domingo Collection, but was not retained.; Second issue, with additional poems at end.",,Slavery -- United States -- Controversial literature; Slavery -- United States -- Poetry,,,,,,,,,,,Julio Mario Santo Domingo Collection. ,,,,,,,,,,,,,,,,,,,1837,990038680560203941,"<a href=""http://id.lib.harvard.edu/alma/990038680560203941/catalog"">http://id.lib.harvard.edu/alma/990038680560203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211892280290003941
,"At a Committee of the Society, instituted 1787 ... : it was resolved that the following report should be published for the information of the members of this institution",,,,,Society for the Abolition of the Slave Trade. ,,,,London ; 1790.,,3 p. ; 30 cm.,,,,,,English,"Caption title.; Granville Sharp, chairman.",,"Slavery -- Societies, etc; Slave trade -- Great Britain; Great Britain -- Antislavery movements",,,,,,,,,<i>Hierarchical: </i>England -- London ,,"Sharp, Granville, 1735-1813. ",,,,,,,,,,,,,,,,,,,1790,990080712250203941,"<a href=""http://id.lib.harvard.edu/alma/990080712250203941/catalog"">http://id.lib.harvard.edu/alma/990080712250203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA212036870090003941
,"The Christian slave : a drama, founded on a portion of Uncle Tom's cabin",,,,"dramatised by Harriet Beecher Stowe, expressly for the readings of Mrs. Mary E. Webb ; arranged, with a short biographical sketch of the reader, by F. J. Webb.","Stowe, Harriet Beecher, 1811-1896  ","Uncle Tom's cabin",,,"London : Sampson Low, Son, 1856.",,"iv, 63 p. ; 19 cm.",,,,,,English,Title from cover.,,Slavery -- United States -- Drama,,,,,,,Drama ,,<i>Hierarchical: </i>England -- London ,,"Stowe, Harriet Beecher, 1811-1896. --Uncle Tom's cabin -- ",,,,,,,,,,,,,,,,,,,1856,990040879650203941,"<a href=""http://id.lib.harvard.edu/alma/990040879650203941/catalog"">http://id.lib.harvard.edu/alma/990040879650203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211905209400003941
,"The Southern spy: or, Curiosities of Negro slavery in the South",,,,Letters from a Southerner to a Northern friend.,"Pollard, Edward Alfred, 1831-1872.  ",,,,"Washington, H. Polkinhorn, printer, 1859.",,72 p. 19 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,Preface signed: Edward A. Pollard.,,Slaves -- United States -- Social conditions; Slavery -- United States -- Controversial literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1859,990065131700203941,"<a href=""http://id.lib.harvard.edu/alma/990065131700203941/catalog"">http://id.lib.harvard.edu/alma/990065131700203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512262025860003941
,Traité sur le gouvernement des esclaves,,,,"Par M. Petit, député des Conseils supérieurs des colonies ...","Petit, Emilien, 1713-  ",,,,"Paris : Knapen, imprimeur, 1777.",,2 v. ; 20 cm.,,,,,,French,,,Slavery -- Law and legislation -- West Indies; Slave trade,,,,,,,,,<i>Hierarchical: </i>France -- Paris ,,,,,,,,,,,,,,,,,,,,,1777,990015896780203941,"<a href=""http://id.lib.harvard.edu/alma/990015896780203941/catalog"">http://id.lib.harvard.edu/alma/990015896780203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211811977090003941
,"The envoy, from free hearts to the free",,,,,"Green, Frances H. (Frances Harriet), 1805-1878.  ",,,,"Pawtucket, 1840.",,,"Slavery, Abolition, Emancipation, and Freedom: Primary Sources from Houghton Library  ",,,,,English,"<i>References: </i>Checklist Amer. imprints, 40-4215",,Slavery -- United States -- Juvenile literature,,,,,,,Juvenile works. ,,,,"Juvenile Emancipation Society (Pawtucket, R.I.) [publisher] ",,,,,,,,,,,,,,,,,,,1840,990019085170203941,"<a href=""http://id.lib.harvard.edu/alma/990019085170203941/catalog"">http://id.lib.harvard.edu/alma/990019085170203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211824104190003941
,Black diamonds gathered in the darkey homes of the South,,,,By Edward A. Pollard.,"Pollard, Edward Alfred, 1831-1872.  ",,,,"New-York, Pudney & Russell, 1859.",,"xiv, [17]-122 p. 19 cm.",,,,,,English,"First published under title: The Southern spy: or, Curiosities of Negro slavery in the South, Washington, 1859.",,Slaves -- United States -- Social conditions; Slavery -- United States -- Controversial literature,,,,,,,,,<i>Hierarchical: </i>United States -- New York -- New York ,,,,,,,,,,,,,,,,,,,,,1859,990019269480203941,"<a href=""http://id.lib.harvard.edu/alma/990019269480203941/catalog"">http://id.lib.harvard.edu/alma/990019269480203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211827160640003941
,"Slavery not immoral: A letter to James Haughton, Esq., Dublin",,,,,"Ladd, William, 1778-1841.  ",,,,"Dublin, James McGlashan, 1847.",,"31 p., 25 cm.",,,,,,English,,,Slavery -- Moral and ethical aspects,,,,,,,,,<i>Hierarchical: </i>Ireland -- Dublin ,,"Haughton, James, 1795-1873. ",,,,,,,,,,,,,,,,,,,1847,990019323830203941,"<a href=""http://id.lib.harvard.edu/alma/990019323830203941/catalog"">http://id.lib.harvard.edu/alma/990019323830203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211828264190003941
,"Remarks of Henry B. Stanton : in the Representatives' Hall, on the 23d and 24th of February, 1837, before the Committee of the House of Representatives of Massachusetts, to whom was referred sundry memorials on the subject of slavery",,,,,"Stanton, Henry B. (Henry Brewster), 1805-1887.  ",,,2d ed.,"Boston : Isaac Knapp, 1837.",,90 p. ; 17 cm.,,,,,,English,"Cover title.; ""Abolitionists' library, no. 2""--at head of title.",,Slavery -- United States -- Controversial literature; Slavery -- Washington (D.C.),,,,,,,,,<i>Hierarchical: </i>United States -- Massachusetts -- Boston ,,Massachusetts. General Court. House of Representatives. Committee on Memorials on the Subject of Slavery. ,,,,,,,,,,,,,,,,,,,1837,990019314190203941,"<a href=""http://id.lib.harvard.edu/alma/990019314190203941/catalog"">http://id.lib.harvard.edu/alma/990019314190203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211828120900003941
,"A lecture delivered in the Tremont Temple, Boston, Massachusetts, on the 24th January, 1856,",,,,by R. Toombs. Slavery--its constitutional status--its influence on the African race and society.,"Toombs, Robert Augustus, 1810-1885.  ",Slavery--its constitutional status--its influence on the African race and society.,,,"[Boston? s.n., 1856?]",,16 p. 24 cm.,,,,,,English,Caption title.,,Slavery -- United States -- Controversial literature; Slavery -- Justification,,,,,,,,,<i>Hierarchical: </i>United States -- Massachusetts -- Boston ,,,,,,,,,,,,,,,,,,,,,1856?],990019322210203941,"<a href=""http://id.lib.harvard.edu/alma/990019322210203941/catalog"">http://id.lib.harvard.edu/alma/990019322210203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211828189700003941
,The constitutionality of slavery,,,,,"Bowditch, William I. (William Ingersoll), 1819-1909.  ",,,,"Boston : Printed by Coolidge & Wiley ..., 1848.",,48 p. ; 24 cm.,,,,,,English,"""Reprinted from the Massachusetts quarterly review.""",,Slavery -- United States -- Controversial literature,,,,,,,,,<i>Hierarchical: </i>United States -- Massachusetts -- Boston ,,,,,,,,,,,,,,,,,,,,,1848,990019672130203941,"<a href=""http://id.lib.harvard.edu/alma/990019672130203941/catalog"">http://id.lib.harvard.edu/alma/990019672130203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211833146430003941
,Does slavery Christianize the Negro?,,,,by T.W. Higginson.,"Higginson, Thomas Wentworth, 1823-1911.  ",,,,"New York : American Anti-Slavery Society, [1854 or 1855].",,8 p. ; 19 cm.,"Slavery, Abolition, Emancipation, and Freedom: Primary Sources from Houghton Library  ; Selection of titles from the Schomburg Center for Research in Black Culture. Series 2. Section 5, Religion and the church ; reel 19  ",,,,,English,Caption title.; Center for Research Libraries microform copy filmed from original in the New York Public Library Schomburg Collection.,,Slavery -- United States -- Controversial literature,,,,,,,Pamphlets. ,,<i>Hierarchical: </i>United States -- New York -- New York ,,,,,,,,,,,,,,,,,,,,,[1854 or 1855],990026751800203941,"<a href=""http://id.lib.harvard.edu/alma/990026751800203941/catalog"">http://id.lib.harvard.edu/alma/990026751800203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211849060680003941
,"The emancipation of the Negroes in the British West Indies. An address delivered at Concord, Massachusetts, on 1st August, 1844,",,,,by R. W. Emerson.,"Emerson, Ralph Waldo, 1803-1882  ",,,,"London : John Chapman, 1844.",,32 p. 20 cm.,,,,,,English,Also published with title: An address delivered in the court-house in Concord ...,,Slavery -- United States -- Controversial literature; Slavery -- West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844,990030145920203941,"<a href=""http://id.lib.harvard.edu/alma/990030145920203941/catalog"">http://id.lib.harvard.edu/alma/990030145920203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211858972960003941
,"Uncle Tom's cabin : the great American novel, to be completed in six weekly numbers, price one penny each Saturday, August 7, 1852",,,,[Harriet Beecher Stowe].,"Stowe, Harriet Beecher, 1811-1896  ",,,,"London : Vickers, 1852.",,96 p. (6 v.) ; 30 cm.,,,,,,English,Title from caption of no. 1.,,Slavery -- Southern States -- History -- Fiction,,,,,,,,,<i>Hierarchical: </i>England -- London ,,,,,,,,,,,,,,,,,,,,,1852,990029737710203941,"<a href=""http://id.lib.harvard.edu/alma/990029737710203941/catalog"">http://id.lib.harvard.edu/alma/990029737710203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211871948950003941
,"The just limitation of slavery in the laws of God, compared with the unbounded claims of the African traders and British American slaveholders",,,,"By Granville Sharp. With a copious appendix: containing, an answer to the Rev. Mr. Thompson's tract in favor of the African slave trade.--Letters concerning the lineal descent of the negroes from the sons of Ham.--The Spanish regulations for the gradual enfranchisement of slaves.--A proposal on the same principles for the gradual enfranchisement of slaves in America.--Reports of determinations in the several courts of law against slavery, &c.","Sharp, Granville, 1735-1813.  ",,,,"London, Printed for B. White, and E. and C. Dilly, 1776.",,"1 p. l., 67, 107 p. 19 cm.",,,,,,English,"With this work are bound ""The law of passive obedience"" and ""The law of liberty.""; Appendix (no. 1) has separate t.-p. which reads as follows: ... An essay on slavery, proving from Scripture its inconsistency with humanity and religion; by Granville Sharp ... Burlington; West Jersey, Printed, M.DCC.LXXIII. London: reprinted, 1776.; Includes index.",,Slavery; Slave trade,,,,,,,Early works. ,,,,,,"<i>Partial contents: </i>Appendices. 1.An essay on slavery -- 2. Extract of a letter from a gentleman in Maryland, to his friend in London -- 3. A letter from Grenville Sharp to Jacob Bryant, Esq., concerning the descent of the Negroes -- 4. Mr Bryant's answer to the foregoing letter -- 5. The regulations lately adopted by the Spaniards, at the Havanna, and some other places, for the gradual enfranchisement of slaves, are to the following effect -- 6. Extract of a letter from the author, to a gentleman at Philadelphia -- 7. Extract from Mr. Morgan's book, intituled A plan for the abolition of slavery in the West Indies -- 8. A copy of what is said to be the substance of Lord Mansfield's speech in the case of Somerset and Knowles -- 9. Remarks on the judgment of the Court of King's Bench, in the case of Stewart and Somerset -- 10. Case, Prerogative Court, May 11th, 1773, Cay and Crichton -- 11. Case, Rogers, alias Rigges, against Jones -- 12. [Letter] from the General Evening Post, no. 6033, June 13th, 1772.",,,,,,,,,,,,,,,,,1776,990036236560203941,"<a href=""http://id.lib.harvard.edu/alma/990036236560203941/catalog"">http://id.lib.harvard.edu/alma/990036236560203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211873836580003941
,A cool address to the people of England on the slave trade,,,,,"Adams, Thomas Maxwell.  ",,,,"London, R. Faulder and J. Stockdale, 1788.",,43 p. 21 cm.,,,,,,English,,,Slave trade -- Great Britain; Slavery -- Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788,990039232100203941,"<a href=""http://id.lib.harvard.edu/alma/990039232100203941/catalog"">http://id.lib.harvard.edu/alma/990039232100203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211899237200003941
,"The Address of southern delegates in Congress, to their constituents",,,,,,,,,"[Washington, Towers, Printer, 1848?]",,15 p.,,,,,,English,Caption title.,,Slavery -- United States -- Controversial literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848?],990038062610203941,"<a href=""http://id.lib.harvard.edu/alma/990038062610203941/catalog"">http://id.lib.harvard.edu/alma/990038062610203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211901013150003941
,The declaration of sentiments and constitution of the American Anti-Slavery Society; together with all those parts of the Constitution of the United States which are supposed to have any relation to slavery ..,,,,,American Anti-Slavery Society. ,,,,"New York, American Anti-Slavery Society, 1835.",,16 p. 19 cm.,,,,,,English,,,Slavery -- United States -- Societies,,,,,,,,,<i>Hierarchical: </i>United States -- New York -- New York ,,,,,,,,,,,,,,,,,,,,,1835,990038524480203941,"<a href=""http://id.lib.harvard.edu/alma/990038524480203941/catalog"">http://id.lib.harvard.edu/alma/990038524480203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211907568100003941
,"The Crisis : or, A Few thoughts on the subject of slavery",,,,,,Few thoughts on the subject of slavery.,,,"[New York] : H. Parks, printer, [184-]",,10 p. ; 23 cm.,,,,,,English,Caption title.; Signed: Human rights.,,Slavery -- United States -- Controversial literature,,,,,,,,,,,Human rights. ,,,,,,,,,,,,,,,,,,,[184-],990045197670203941,"<a href=""http://id.lib.harvard.edu/alma/990045197670203941/catalog"">http://id.lib.harvard.edu/alma/990045197670203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211911352480003941
,"Speech delivered by Hon. Thomas Hart Benton at Jefferson, the capitol of Missouri, on the 26th May, 1849",,,,,"Benton, Thomas Hart, 1782-1858  ",,,,"[New York? : Evening Post, 1849]",,18 p.,Slavery ; C20  ,,,,,English,At head of title: Extra Evening Post.; Master microform held by: McA.; Caption title.; Concerning slavery in the territories.,,Slavery -- United States -- Controversial literature -- 1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849],990043980830203941,"<a href=""http://id.lib.harvard.edu/alma/990043980830203941/catalog"">http://id.lib.harvard.edu/alma/990043980830203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211913175640003941
,"Ought American slavery to be perpetuated? : A debate between Rev. W.G. Brownlow and Rev. A. Pryne. Held at Philadelphia, September, 1858",,,,,"Brownlow, William Gannaway, 1805-1877  ",,,,"Philadelphia : Pub. for the authors by J.B. Lippincott & Co., 1858.",,"iv, 5-305 p. front., port. 19 cm.",,,,,,English,,,Slavery -- United States -- Controversial literature; Slavery -- Justification,,,,,,,,,,,"Pryne, A. (Abram) ",,,,,,,,,,,,,,,,,,,1858,990047060150203941,"<a href=""http://id.lib.harvard.edu/alma/990047060150203941/catalog"">http://id.lib.harvard.edu/alma/990047060150203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211912735780003941
,An appeal to the people of Illinois on the question of a convention,,,,,"Birkbeck, Morris, 1764-1825.  ",,,,"Shawneetown, C. Jones, 1823.",,pp. 19.,,,,,,English,"""Reprinted from a copy in the Boston Athenaeum.""",,Slavery -- Illinois,,,,Illinois - History.,,,,,,,,,,,,,,,,,,,,,,,,,,1823,990044639500203941,"<a href=""http://id.lib.harvard.edu/alma/990044639500203941/catalog"">http://id.lib.harvard.edu/alma/990044639500203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211922051400003941
,"Letters to the members, patrons and friends of the branch American Tract Society in Boston, instituted 1814; and to those of the National Society in New York, instituted 1825",,,,By the secretary of the Boston Society.,"Bliss, Seth.  ",,,3d ed.,"Boston, Crocker and Brewster, 1858.",,112 p. 22 cm.,,,,,"Relates to the question of the Society's publishing literature on slavery.",English,"Relates to the question of the society's publishing literature on slavery.; Includes bibliographical reference.",,Slavery -- United States -- Controversial literature,,,,,,,Controversial literature. ,,,,"American Tract Society ; American Tract Society (Boston, Mass.) ",,"Letter I: Introduction -- Letter II: Report of the Special Committee -- Letter III: Report of the Special Committee Adopted -- Letter IV: ""Duties of Masters"" -- Letter V: What has brought the society into its present difficulties?",,,,,,,,,,,,,,,,,1858,990044726210203941,"<a href=""http://id.lib.harvard.edu/alma/990044726210203941/catalog"">http://id.lib.harvard.edu/alma/990044726210203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211923121300003941
,Views on slavery,,,,by an American.,"Habich, Edward.  ",,,,"Boston : Wm. H. Rand, 1855.",,22 p.,Slavery ; AS387  ,,,,,English,,,Slavery -- United States -- Controversial literature,,,,,,,Controversial literature. ,,,,,,,,,,,,,,,,,,,,,,,1855,990043640530203941,"<a href=""http://id.lib.harvard.edu/alma/990043640530203941/catalog"">http://id.lib.harvard.edu/alma/990043640530203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211925351910003941
,Constitution of the Free Produce Society of Pennsylvania,,,Constitution. ,,Free Produce Society of Pennsylvania. ,,,,"Philadelphia : Printed on the Vertical Press by D. & S. Neall, [1827]",,12 p. ; 18 cm.,,,,,,English,,,Slavery -- United States -- Societies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1827],990048874090203941,"<a href=""http://id.lib.harvard.edu/alma/990048874090203941/catalog"">http://id.lib.harvard.edu/alma/990048874090203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211926957770003941
,Authentic anecdotes of American slavery,,,,By Mrs. L. M. Child.,"Child, Lydia Maria, 1802-1880.  ",,,"2d ed., enl.","Newburyport, C. Whipple, 1838.",,23 p. 18 cm.,,,,,,English,,,Slavery -- United States -- Controversial literature -- 1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838,990049475570203941,"<a href=""http://id.lib.harvard.edu/alma/990049475570203941/catalog"">http://id.lib.harvard.edu/alma/990049475570203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211936152360003941
,"An address, delivered before the Old Colony Anti-slavery Society, at South Scituate, Mass., July 4, 1839",,,,,"Garrison, William Lloyd, 1805-1879.  ",,,,"Boston, Dow & Jackson, 1839.",,40 p. 17 cm.,,,,,,English,,,Slavery -- United States -- Controversial literature,,,,,,,,,,,"Old Colony Anti-slavery Society, South Scituate, Mass. ",,,,,,,,,,,,,,,,,,,1839,990049418610203941,"<a href=""http://id.lib.harvard.edu/alma/990049418610203941/catalog"">http://id.lib.harvard.edu/alma/990049418610203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211936046500003941
,Cruelties of the Algerine pirates : shewing the present dreadful state of the English slaves and other Europeans at Algiers and Tunis ...,,,,"authenticated by Mr. Jackson, of Morocco, Mr. Macgill, merchant, and by Capt. Walter Croker, of His Majesty's sloop Wizard.",,"<i>Running title: </i>Cruelties of the Algerines, &c.",,"Fourth edition, with an engraving.","London : Printed for W. Hone, 55, Fleet-Street, 1816.",,"16 p., [1] leaf of plates : ill. ; 22 cm.",,,,,,English,"Frontispiece in two compartments, tinted yellow, by George Cruikshank.; For question's concerning the source of Hone's text, cf. A.H. Bowden, William Hone's political journalism, p. 55.; For question's concerning the source of Hone's text, see Bowden.",,"Croker, Walter; Antislavery movements -- Great Britain; Slavery -- Great Britain -- History",,,,,,,,,<i>Hierarchical: </i>England -- London ,,"Hone, William, 1780-1842 ; Cruikshank, George, 1792-1878 [ill] ",,,,,,,,,,,,,,,,,,,1816,990049641080203941,"<a href=""http://id.lib.harvard.edu/alma/990049641080203941/catalog"">http://id.lib.harvard.edu/alma/990049641080203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211938264490003941
,"Address before the Anti-Slavery Society of Salem and the vicinity : in the South Meeting-House, in Salem, February 24, 1834",,,,Cyrus Pitt Grosvenor.,"Grosvenor, Cyrus Pitt, 1792-1879.  ",,,,"Salem : W. & S. B. Ives Observer Press, 1834.",,48 p. ; 23 cm.,,,,,,English,,,Slavery -- United States -- Controversial literature,,,,,,,,,,,Anti-Slavery Society of Salem & Vicinity (Mass.) ,,,,,,,,,,,,,,,,,,,1834,990051001060203941,"<a href=""http://id.lib.harvard.edu/alma/990051001060203941/catalog"">http://id.lib.harvard.edu/alma/990051001060203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211939734350003941
,To mothers in the free states,,,,By Mrs. E. L. Follen.,"Follen, Eliza Lee Cabot, 1787-1860.  ",,,,"[New York, American Anti-Slavery Society, 1855]",,4 p. 19 cm.,"Slavery, Abolition, Emancipation, and Freedom: Primary Sources from Houghton Library  ; Anti-slavery tracts ; no. 8  ",Anti-slavery tracts ; no. 8,,,,English,Caption title.,,Slavery -- United States -- Controversial literature,,,,,,,Controversial literature. ; Pamphlets. ,,<i>Hierarchical: </i>United States -- New York -- New York ,,,,,,,,,,,,,,,,,,,,,1855],990048449770203941,"<a href=""http://id.lib.harvard.edu/alma/990048449770203941/catalog"">http://id.lib.harvard.edu/alma/990048449770203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211939366190003941
,"A letter to M. Jean-Baptiste Say, on the comparative expense of free and slave labour",,,,"By Adam Hodgson. Liverpool, printed, 1823.","Hodgson, Adam.  ",,,,"New-York: Re-printed for the Manumission society, by Mahlon Day, No. 372, Pearl-street, 1823.",,"50, 14 p. 22 cm.",,,,,,English,,,Slave labor; Slavery -- United States -- Controversial literature,,,,,,,,,,,"Say, Jean Baptiste, 1767-1832. ",,,,,,,,,,,,,,,,,,,1823,990052967850203941,"<a href=""http://id.lib.harvard.edu/alma/990052967850203941/catalog"">http://id.lib.harvard.edu/alma/990052967850203941/catalog</a>",HVD - Core,Crimes against humanity; Forced labor,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211950471680003941
,Observations on the slavery of the Africans and their descendants...,,,,by Elias Hicks.,"Hicks, Elias, 1748-1830.  ",,,,"New York : S. Wood, 1811.",,24 p. ; 18 cm.,,,,,,English,Shaw and Shoemaker 22999.,,Slavery -- United States -- Controversial literature -- 1811; Slavery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1811,990057351990203941,"<a href=""http://id.lib.harvard.edu/alma/990057351990203941/catalog"">http://id.lib.harvard.edu/alma/990057351990203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211950976700003941
